Participant_ID,Completion_Code,Sex,Age,Musician_type,Excerpt_filename,Filename,Type,Musician,Excerpt,Condition,ConditionCong,PC1,PC2,PC3,PC4,PC5,fact_PC1,fact_PC2,fact_PC3,fact_PC4,fact_PC5,fact_mdn_PC1,fact_mdn_PC2,fact_mdn_PC3,fact_mdn_PC4,fact_mdn_PC5,Liking,Expressivity,GEMMES,GEMMES_Value,GEMMES_Bin
R_1gvB9Lti643buif,50933336,F,29,Mel,03_Ca_Dp_T2,03_Ca_Dp_T2.mp3,Audio,03,1CaFl,1Dp,1Dp,3,3,0.21606,-1.51487,0.26038,-0.72342,0.16314,1Low,1Low,1Low,1Low,1Low,1Low,1Low,2High,1Low,2High,GEMMES_Interior,0,0
R_1gvB9Lti643buif,50933336,F,29,Mel,03_Ca_Dp_T2,03_Ca_Dp_T2.mp3,Audio,03,1CaFl,1Dp,1Dp,3,3,0.21606,-1.51487,0.26038,-0.72342,0.16314,1Low,1Low,1Low,1Low,1Low,1Low,1Low,2High,1Low,2High,GEMMES_Wandering,0,0
R_1gvB9Lti643buif,50933336,F,29,Mel,03_Ca_Fl_T1,03_Ca_Fl_T1.mp3,Audio,03,1CaFl,3Fl,3Cong,4,4,0.28393,-1.26158,-0.01423,-0.07106,-0.41308,1Low,1Low,1Low,1Low,1Low,1Low,1Low,1Low,1Low,1Low,GEMMES_Flow,1,0
R_1gvB9Lti643buif,50933336,F,29,Mel,03_Ca_Fl_T1,03_Ca_Fl_T1.mp3,Audio,03,1CaFl,3Fl,3Cong,4,4,0.28393,-1.26158,-0.01423,-0.07106,-0.41308,1Low,1Low,1Low,1Low,1Low,1Low,1Low,1Low,1Low,1Low,GEMMES_Movement,1,0
R_1gvB9Lti643buif,50933336,F,29,Mel,03_Ca_Fl_T1,03_Ca_Fl_T1.mp3,Audio,03,1CaFl,3Fl,3Cong,4,4,0.28393,-1.26158,-0.01423,-0.07106,-0.41308,1Low,1Low,1Low,1Low,1Low,1Low,1Low,1Low,1Low,1Low,GEMMES_Force,0,0
R_1gvB9Lti643buif,50933336,F,29,Mel,03_Ca_Fl_T1,03_Ca_Fl_T1.mp3,Audio,03,1CaFl,3Fl,3Cong,4,4,0.28393,-1.26158,-0.01423,-0.07106,-0.41308,1Low,1Low,1Low,1Low,1Low,1Low,1Low,1Low,1Low,1Low,GEMMES_Interior,1,0
R_1gvB9Lti643buif,50933336,F,29,Mel,03_Ca_Fl_T1,03_Ca_Fl_T1.mp3,Audio,03,1CaFl,3Fl,3Cong,4,4,0.28393,-1.26158,-0.01423,-0.07106,-0.41308,1Low,1Low,1Low,1Low,1Low,1Low,1Low,1Low,1Low,1Low,GEMMES_Wandering,1,0
R_1gvB9Lti643buif,50933336,F,29,Mel,03_Ca_Fo_T1,03_Ca_Fo_T1.mp3,Audio,03,1CaFl,5Fo,4Incong,3,4,0.39837,-0.89152,0.98438,0.07209,0.22322,1Low,1Low,2High,1Low,1Low,2High,1Low,2High,2High,2High,GEMMES_Flow,1,0
R_1gvB9Lti643buif,50933336,F,29,Mel,03_Ca_Fo_T1,03_Ca_Fo_T1.mp3,Audio,03,1CaFl,5Fo,4Incong,3,4,0.39837,-0.89152,0.98438,0.07209,0.22322,1Low,1Low,2High,1Low,1Low,2High,1Low,2High,2High,2High,GEMMES_Movement,1,0
R_1gvB9Lti643buif,50933336,F,29,Mel,03_Ca_Fo_T1,03_Ca_Fo_T1.mp3,Audio,03,1CaFl,5Fo,4Incong,3,4,0.39837,-0.89152,0.98438,0.07209,0.22322,1Low,1Low,2High,1Low,1Low,2High,1Low,2High,2High,2High,GEMMES_Force,0,0
R_1gvB9Lti643buif,50933336,F,29,Mel,03_Ca_Fo_T1,03_Ca_Fo_T1.mp3,Audio,03,1CaFl,5Fo,4Incong,3,4,0.39837,-0.89152,0.98438,0.07209,0.22322,1Low,1Low,2High,1Low,1Low,2High,1Low,2High,2High,2High,GEMMES_Interior,0,0
R_1gvB9Lti643buif,50933336,F,29,Mel,03_Ca_Fo_T1,03_Ca_Fo_T1.mp3,Audio,03,1CaFl,5Fo,4Incong,3,4,0.39837,-0.89152,0.98438,0.07209,0.22322,1Low,1Low,2High,1Low,1Low,2High,1Low,2High,2High,2High,GEMMES_Wandering,1,0
R_1gvB9Lti643buif,50933336,F,29,Mel,03_Ca_Pr_T1,03_Ca_Pr_T1.mp3,Audio,03,1CaFl,2Pr,2Pr,4,3,0.174,-0.89202,0.39153,-0.49606,-0.84506,1Low,1Low,1Low,1Low,1Low,1Low,1Low,2High,1Low,1Low,GEMMES_Flow,1,0
R_1gvB9Lti643buif,50933336,F,29,Mel,03_Ca_Pr_T1,03_Ca_Pr_T1.mp3,Audio,03,1CaFl,2Pr,2Pr,4,3,0.174,-0.89202,0.39153,-0.49606,-0.84506,1Low,1Low,1Low,1Low,1Low,1Low,1Low,2High,1Low,1Low,GEMMES_Movement,1,0
R_1gvB9Lti643buif,50933336,F,29,Mel,03_Ca_Pr_T1,03_Ca_Pr_T1.mp3,Audio,03,1CaFl,2Pr,2Pr,4,3,0.174,-0.89202,0.39153,-0.49606,-0.84506,1Low,1Low,1Low,1Low,1Low,1Low,1Low,2High,1Low,1Low,GEMMES_Force,0,0
R_1gvB9Lti643buif,50933336,F,29,Mel,03_Ca_Pr_T1,03_Ca_Pr_T1.mp3,Audio,03,1CaFl,2Pr,2Pr,4,3,0.174,-0.89202,0.39153,-0.49606,-0.84506,1Low,1Low,1Low,1Low,1Low,1Low,1Low,2High,1Low,1Low,GEMMES_Interior,1,0
R_1gvB9Lti643buif,50933336,F,29,Mel,03_Ca_Pr_T1,03_Ca_Pr_T1.mp3,Audio,03,1CaFl,2Pr,2Pr,4,3,0.174,-0.89202,0.39153,-0.49606,-0.84506,1Low,1Low,1Low,1Low,1Low,1Low,1Low,2High,1Low,1Low,GEMMES_Wandering,0,0
R_1gvB9Lti643buif,50933336,F,29,Mel,03_Mo_Dp_T2,03_Mo_Dp_T2.mp4,Video,03,5MoWa,1Dp,1Dp,5,6,0.50015,-1.54468,0.06788,-0.51657,0.47611,2High,1Low,1Low,1Low,1Low,2High,1Low,1Low,1Low,2High,GEMMES_Flow,2,0
R_1gvB9Lti643buif,50933336,F,29,Mel,03_Mo_Dp_T2,03_Mo_Dp_T2.mp4,Video,03,5MoWa,1Dp,1Dp,5,6,0.50015,-1.54468,0.06788,-0.51657,0.47611,2High,1Low,1Low,1Low,1Low,2High,1Low,1Low,1Low,2High,GEMMES_Movement,1,0
R_1gvB9Lti643buif,50933336,F,29,Mel,03_Mo_Dp_T2,03_Mo_Dp_T2.mp4,Video,03,5MoWa,1Dp,1Dp,5,6,0.50015,-1.54468,0.06788,-0.51657,0.47611,2High,1Low,1Low,1Low,1Low,2High,1Low,1Low,1Low,2High,GEMMES_Force,1,0
R_1gvB9Lti643buif,50933336,F,29,Mel,03_Mo_Dp_T2,03_Mo_Dp_T2.mp4,Video,03,5MoWa,1Dp,1Dp,5,6,0.50015,-1.54468,0.06788,-0.51657,0.47611,2High,1Low,1Low,1Low,1Low,2High,1Low,1Low,1Low,2High,GEMMES_Interior,5,1
R_1gvB9Lti643buif,50933336,F,29,Mel,03_Mo_Dp_T2,03_Mo_Dp_T2.mp4,Video,03,5MoWa,1Dp,1Dp,5,6,0.50015,-1.54468,0.06788,-0.51657,0.47611,2High,1Low,1Low,1Low,1Low,2High,1Low,1Low,1Low,2High,GEMMES_Wandering,3,0
R_1gvB9Lti643buif,50933336,F,29,Mel,03_Mo_In_T1,03_Mo_In_T1.mp4,Video,03,5MoWa,6In,4Incong,5,6,0.3769,-0.32607,0.74531,-0.1618,-0.93919,1Low,1Low,2High,1Low,1Low,1Low,1Low,2High,1Low,1Low,GEMMES_Flow,1,0
R_1gvB9Lti643buif,50933336,F,29,Mel,03_Mo_In_T1,03_Mo_In_T1.mp4,Video,03,5MoWa,6In,4Incong,5,6,0.3769,-0.32607,0.74531,-0.1618,-0.93919,1Low,1Low,2High,1Low,1Low,1Low,1Low,2High,1Low,1Low,GEMMES_Movement,0,0
R_1gvB9Lti643buif,50933336,F,29,Mel,03_Mo_In_T1,03_Mo_In_T1.mp4,Video,03,5MoWa,6In,4Incong,5,6,0.3769,-0.32607,0.74531,-0.1618,-0.93919,1Low,1Low,2High,1Low,1Low,1Low,1Low,2High,1Low,1Low,GEMMES_Force,1,0
R_1gvB9Lti643buif,50933336,F,29,Mel,03_Mo_In_T1,03_Mo_In_T1.mp4,Video,03,5MoWa,6In,4Incong,5,6,0.3769,-0.32607,0.74531,-0.1618,-0.93919,1Low,1Low,2High,1Low,1Low,1Low,1Low,2High,1Low,1Low,GEMMES_Interior,5,1
R_1gvB9Lti643buif,50933336,F,29,Mel,03_Mo_In_T1,03_Mo_In_T1.mp4,Video,03,5MoWa,6In,4Incong,5,6,0.3769,-0.32607,0.74531,-0.1618,-0.93919,1Low,1Low,2High,1Low,1Low,1Low,1Low,2High,1Low,1Low,GEMMES_Wandering,1,0
R_1gvB9Lti643buif,50933336,F,29,Mel,03_Mo_Pr_T2,03_Mo_Pr_T2.mp4,Video,03,5MoWa,2Pr,2Pr,5,6,0.4903,-0.68107,1.19423,0.32892,-0.34351,1Low,1Low,2High,1Low,1Low,2High,1Low,2High,2High,1Low,GEMMES_Flow,2,0
R_1gvB9Lti643buif,50933336,F,29,Mel,03_Mo_Pr_T2,03_Mo_Pr_T2.mp4,Video,03,5MoWa,2Pr,2Pr,5,6,0.4903,-0.68107,1.19423,0.32892,-0.34351,1Low,1Low,2High,1Low,1Low,2High,1Low,2High,2High,1Low,GEMMES_Movement,1,0
R_1gvB9Lti643buif,50933336,F,29,Mel,03_Mo_Pr_T2,03_Mo_Pr_T2.mp4,Video,03,5MoWa,2Pr,2Pr,5,6,0.4903,-0.68107,1.19423,0.32892,-0.34351,1Low,1Low,2High,1Low,1Low,2High,1Low,2High,2High,1Low,GEMMES_Force,0,0
R_1gvB9Lti643buif,50933336,F,29,Mel,03_Mo_Pr_T2,03_Mo_Pr_T2.mp4,Video,03,5MoWa,2Pr,2Pr,5,6,0.4903,-0.68107,1.19423,0.32892,-0.34351,1Low,1Low,2High,1Low,1Low,2High,1Low,2High,2High,1Low,GEMMES_Interior,5,1
R_1gvB9Lti643buif,50933336,F,29,Mel,03_Mo_Pr_T2,03_Mo_Pr_T2.mp4,Video,03,5MoWa,2Pr,2Pr,5,6,0.4903,-0.68107,1.19423,0.32892,-0.34351,1Low,1Low,2High,1Low,1Low,2High,1Low,2High,2High,1Low,GEMMES_Wandering,2,0
R_1gvB9Lti643buif,50933336,F,29,Mel,03_Mo_Wa_T1,03_Mo_Wa_T1.mp4,Video,03,5MoWa,7Wa,3Cong,5,6,0.46781,-0.41459,0.97701,0.19993,-0.39574,1Low,1Low,2High,1Low,1Low,2High,1Low,2High,2High,1Low,GEMMES_Flow,1,0
R_1gvB9Lti643buif,50933336,F,29,Mel,03_Mo_Wa_T1,03_Mo_Wa_T1.mp4,Video,03,5MoWa,7Wa,3Cong,5,6,0.46781,-0.41459,0.97701,0.19993,-0.39574,1Low,1Low,2High,1Low,1Low,2High,1Low,2High,2High,1Low,GEMMES_Movement,0,0
R_1gvB9Lti643buif,50933336,F,29,Mel,03_Mo_Wa_T1,03_Mo_Wa_T1.mp4,Video,03,5MoWa,7Wa,3Cong,5,6,0.46781,-0.41459,0.97701,0.19993,-0.39574,1Low,1Low,2High,1Low,1Low,2High,1Low,2High,2High,1Low,GEMMES_Force,1,0
R_1gvB9Lti643buif,50933336,F,29,Mel,03_Mo_Wa_T1,03_Mo_Wa_T1.mp4,Video,03,5MoWa,7Wa,3Cong,5,6,0.46781,-0.41459,0.97701,0.19993,-0.39574,1Low,1Low,2High,1Low,1Low,2High,1Low,2High,2High,1Low,GEMMES_Interior,5,1
R_1gvB9Lti643buif,50933336,F,29,Mel,03_Mo_Wa_T1,03_Mo_Wa_T1.mp4,Video,03,5MoWa,7Wa,3Cong,5,6,0.46781,-0.41459,0.97701,0.19993,-0.39574,1Low,1Low,2High,1Low,1Low,2High,1Low,2High,2High,1Low,GEMMES_Wandering,2,0
R_1gvB9Lti643buif,50933336,F,29,Mel,05_Br_Dp_T2,05_Br_Dp_T2.mp3,Audio,05,3BrFo,1Dp,1Dp,2,4,1.10274,-0.31271,-0.89647,0.07646,0.29358,2High,1Low,1Low,1Low,1Low,2High,1Low,1Low,2High,2High,GEMMES_Flow,0,0
R_1gvB9Lti643buif,50933336,F,29,Mel,05_Br_Dp_T2,05_Br_Dp_T2.mp3,Audio,05,3BrFo,1Dp,1Dp,2,4,1.10274,-0.31271,-0.89647,0.07646,0.29358,2High,1Low,1Low,1Low,1Low,2High,1Low,1Low,2High,2High,GEMMES_Movement,2,0
R_1gvB9Lti643buif,50933336,F,29,Mel,05_Br_Dp_T2,05_Br_Dp_T2.mp3,Audio,05,3BrFo,1Dp,1Dp,2,4,1.10274,-0.31271,-0.89647,0.07646,0.29358,2High,1Low,1Low,1Low,1Low,2High,1Low,1Low,2High,2High,GEMMES_Force,0,0
R_1gvB9Lti643buif,50933336,F,29,Mel,05_Br_Dp_T2,05_Br_Dp_T2.mp3,Audio,05,3BrFo,1Dp,1Dp,2,4,1.10274,-0.31271,-0.89647,0.07646,0.29358,2High,1Low,1Low,1Low,1Low,2High,1Low,1Low,2High,2High,GEMMES_Interior,0,0
R_1gvB9Lti643buif,50933336,F,29,Mel,05_Br_Dp_T2,05_Br_Dp_T2.mp3,Audio,05,3BrFo,1Dp,1Dp,2,4,1.10274,-0.31271,-0.89647,0.07646,0.29358,2High,1Low,1Low,1Low,1Low,2High,1Low,1Low,2High,2High,GEMMES_Wandering,1,0
R_1gvB9Lti643buif,50933336,F,29,Mel,05_Br_Fl_T2,05_Br_Fl_T2.mp3,Audio,05,3BrFo,3Fl,4Incong,1,3,0.4878,0.32278,-0.60451,0.41966,-0.99907,1Low,1Low,1Low,1Low,1Low,2High,2High,1Low,2High,1Low,GEMMES_Flow,0,0
R_1gvB9Lti643buif,50933336,F,29,Mel,05_Br_Fl_T2,05_Br_Fl_T2.mp3,Audio,05,3BrFo,3Fl,4Incong,1,3,0.4878,0.32278,-0.60451,0.41966,-0.99907,1Low,1Low,1Low,1Low,1Low,2High,2High,1Low,2High,1Low,GEMMES_Movement,0,0
R_1gvB9Lti643buif,50933336,F,29,Mel,05_Br_Fl_T2,05_Br_Fl_T2.mp3,Audio,05,3BrFo,3Fl,4Incong,1,3,0.4878,0.32278,-0.60451,0.41966,-0.99907,1Low,1Low,1Low,1Low,1Low,2High,2High,1Low,2High,1Low,GEMMES_Force,0,0
R_1gvB9Lti643buif,50933336,F,29,Mel,05_Br_Fl_T2,05_Br_Fl_T2.mp3,Audio,05,3BrFo,3Fl,4Incong,1,3,0.4878,0.32278,-0.60451,0.41966,-0.99907,1Low,1Low,1Low,1Low,1Low,2High,2High,1Low,2High,1Low,GEMMES_Interior,0,0
R_1gvB9Lti643buif,50933336,F,29,Mel,05_Br_Fl_T2,05_Br_Fl_T2.mp3,Audio,05,3BrFo,3Fl,4Incong,1,3,0.4878,0.32278,-0.60451,0.41966,-0.99907,1Low,1Low,1Low,1Low,1Low,2High,2High,1Low,2High,1Low,GEMMES_Wandering,0,0
R_1gvB9Lti643buif,50933336,F,29,Mel,05_Br_Fo_T2,05_Br_Fo_T2.mp3,Audio,05,3BrFo,5Fo,3Cong,0,2,1.11613,0.30693,-1.16,0.936,-1.13388,2High,1Low,1Low,2High,1Low,2High,2High,1Low,2High,1Low,GEMMES_Flow,0,0
R_1gvB9Lti643buif,50933336,F,29,Mel,05_Br_Fo_T2,05_Br_Fo_T2.mp3,Audio,05,3BrFo,5Fo,3Cong,0,2,1.11613,0.30693,-1.16,0.936,-1.13388,2High,1Low,1Low,2High,1Low,2High,2High,1Low,2High,1Low,GEMMES_Movement,0,0
R_1gvB9Lti643buif,50933336,F,29,Mel,05_Br_Fo_T2,05_Br_Fo_T2.mp3,Audio,05,3BrFo,5Fo,3Cong,0,2,1.11613,0.30693,-1.16,0.936,-1.13388,2High,1Low,1Low,2High,1Low,2High,2High,1Low,2High,1Low,GEMMES_Force,0,0
R_1gvB9Lti643buif,50933336,F,29,Mel,05_Br_Fo_T2,05_Br_Fo_T2.mp3,Audio,05,3BrFo,5Fo,3Cong,0,2,1.11613,0.30693,-1.16,0.936,-1.13388,2High,1Low,1Low,2High,1Low,2High,2High,1Low,2High,1Low,GEMMES_Interior,0,0
R_1gvB9Lti643buif,50933336,F,29,Mel,05_Br_Fo_T2,05_Br_Fo_T2.mp3,Audio,05,3BrFo,5Fo,3Cong,0,2,1.11613,0.30693,-1.16,0.936,-1.13388,2High,1Low,1Low,2High,1Low,2High,2High,1Low,2High,1Low,GEMMES_Wandering,0,0
R_1gvB9Lti643buif,50933336,F,29,Mel,05_Br_Pr_T2,05_Br_Pr_T2.mp3,Audio,05,3BrFo,2Pr,2Pr,1,2,1.06865,0.21893,-0.85581,0.39733,-0.82082,2High,1Low,1Low,1Low,1Low,2High,2High,1Low,2High,1Low,GEMMES_Flow,0,0
R_1gvB9Lti643buif,50933336,F,29,Mel,05_Br_Pr_T2,05_Br_Pr_T2.mp3,Audio,05,3BrFo,2Pr,2Pr,1,2,1.06865,0.21893,-0.85581,0.39733,-0.82082,2High,1Low,1Low,1Low,1Low,2High,2High,1Low,2High,1Low,GEMMES_Movement,0,0
R_1gvB9Lti643buif,50933336,F,29,Mel,05_Br_Pr_T2,05_Br_Pr_T2.mp3,Audio,05,3BrFo,2Pr,2Pr,1,2,1.06865,0.21893,-0.85581,0.39733,-0.82082,2High,1Low,1Low,1Low,1Low,2High,2High,1Low,2High,1Low,GEMMES_Force,0,0
R_1gvB9Lti643buif,50933336,F,29,Mel,05_Br_Pr_T2,05_Br_Pr_T2.mp3,Audio,05,3BrFo,2Pr,2Pr,1,2,1.06865,0.21893,-0.85581,0.39733,-0.82082,2High,1Low,1Low,1Low,1Low,2High,2High,1Low,2High,1Low,GEMMES_Interior,0,0
R_1gvB9Lti643buif,50933336,F,29,Mel,05_Br_Pr_T2,05_Br_Pr_T2.mp3,Audio,05,3BrFo,2Pr,2Pr,1,2,1.06865,0.21893,-0.85581,0.39733,-0.82082,2High,1Low,1Low,1Low,1Low,2High,2High,1Low,2High,1Low,GEMMES_Wandering,0,0
R_1gvB9Lti643buif,50933336,F,29,Mel,05_Ca_Dp_T1,05_Ca_Dp_T1.mp4,Video,05,1CaFl,1Dp,1Dp,2,3,0.16612,-1.20305,0.39114,-0.97928,-0.48441,1Low,1Low,1Low,1Low,1Low,1Low,1Low,2High,1Low,1Low,GEMMES_Flow,0,0
R_1gvB9Lti643buif,50933336,F,29,Mel,05_Ca_Dp_T1,05_Ca_Dp_T1.mp4,Video,05,1CaFl,1Dp,1Dp,2,3,0.16612,-1.20305,0.39114,-0.97928,-0.48441,1Low,1Low,1Low,1Low,1Low,1Low,1Low,2High,1Low,1Low,GEMMES_Movement,0,0
R_1gvB9Lti643buif,50933336,F,29,Mel,05_Ca_Dp_T1,05_Ca_Dp_T1.mp4,Video,05,1CaFl,1Dp,1Dp,2,3,0.16612,-1.20305,0.39114,-0.97928,-0.48441,1Low,1Low,1Low,1Low,1Low,1Low,1Low,2High,1Low,1Low,GEMMES_Force,0,0
R_1gvB9Lti643buif,50933336,F,29,Mel,05_Ca_Dp_T1,05_Ca_Dp_T1.mp4,Video,05,1CaFl,1Dp,1Dp,2,3,0.16612,-1.20305,0.39114,-0.97928,-0.48441,1Low,1Low,1Low,1Low,1Low,1Low,1Low,2High,1Low,1Low,GEMMES_Interior,1,0
R_1gvB9Lti643buif,50933336,F,29,Mel,05_Ca_Dp_T1,05_Ca_Dp_T1.mp4,Video,05,1CaFl,1Dp,1Dp,2,3,0.16612,-1.20305,0.39114,-0.97928,-0.48441,1Low,1Low,1Low,1Low,1Low,1Low,1Low,2High,1Low,1Low,GEMMES_Wandering,2,0
R_1gvB9Lti643buif,50933336,F,29,Mel,05_Ca_Fl_T1,05_Ca_Fl_T1.mp4,Video,05,1CaFl,3Fl,3Cong,3,3,-0.51167,-0.54641,0.26244,-0.08418,-0.42683,1Low,1Low,1Low,1Low,1Low,1Low,1Low,2High,1Low,1Low,GEMMES_Flow,1,0
R_1gvB9Lti643buif,50933336,F,29,Mel,05_Ca_Fl_T1,05_Ca_Fl_T1.mp4,Video,05,1CaFl,3Fl,3Cong,3,3,-0.51167,-0.54641,0.26244,-0.08418,-0.42683,1Low,1Low,1Low,1Low,1Low,1Low,1Low,2High,1Low,1Low,GEMMES_Movement,0,0
R_1gvB9Lti643buif,50933336,F,29,Mel,05_Ca_Fl_T1,05_Ca_Fl_T1.mp4,Video,05,1CaFl,3Fl,3Cong,3,3,-0.51167,-0.54641,0.26244,-0.08418,-0.42683,1Low,1Low,1Low,1Low,1Low,1Low,1Low,2High,1Low,1Low,GEMMES_Force,0,0
R_1gvB9Lti643buif,50933336,F,29,Mel,05_Ca_Fl_T1,05_Ca_Fl_T1.mp4,Video,05,1CaFl,3Fl,3Cong,3,3,-0.51167,-0.54641,0.26244,-0.08418,-0.42683,1Low,1Low,1Low,1Low,1Low,1Low,1Low,2High,1Low,1Low,GEMMES_Interior,1,0
R_1gvB9Lti643buif,50933336,F,29,Mel,05_Ca_Fl_T1,05_Ca_Fl_T1.mp4,Video,05,1CaFl,3Fl,3Cong,3,3,-0.51167,-0.54641,0.26244,-0.08418,-0.42683,1Low,1Low,1Low,1Low,1Low,1Low,1Low,2High,1Low,1Low,GEMMES_Wandering,1,0
R_1gvB9Lti643buif,50933336,F,29,Mel,05_Ca_Fo_T2,05_Ca_Fo_T2.mp4,Video,05,1CaFl,5Fo,4Incong,3,4,-0.00362,-0.4994,0.97991,0.38301,-2.03522,1Low,1Low,2High,1Low,1Low,1Low,1Low,2High,2High,1Low,GEMMES_Flow,1,0
R_1gvB9Lti643buif,50933336,F,29,Mel,05_Ca_Fo_T2,05_Ca_Fo_T2.mp4,Video,05,1CaFl,5Fo,4Incong,3,4,-0.00362,-0.4994,0.97991,0.38301,-2.03522,1Low,1Low,2High,1Low,1Low,1Low,1Low,2High,2High,1Low,GEMMES_Movement,0,0
R_1gvB9Lti643buif,50933336,F,29,Mel,05_Ca_Fo_T2,05_Ca_Fo_T2.mp4,Video,05,1CaFl,5Fo,4Incong,3,4,-0.00362,-0.4994,0.97991,0.38301,-2.03522,1Low,1Low,2High,1Low,1Low,1Low,1Low,2High,2High,1Low,GEMMES_Force,0,0
R_1gvB9Lti643buif,50933336,F,29,Mel,05_Ca_Fo_T2,05_Ca_Fo_T2.mp4,Video,05,1CaFl,5Fo,4Incong,3,4,-0.00362,-0.4994,0.97991,0.38301,-2.03522,1Low,1Low,2High,1Low,1Low,1Low,1Low,2High,2High,1Low,GEMMES_Interior,1,0
R_1gvB9Lti643buif,50933336,F,29,Mel,05_Ca_Fo_T2,05_Ca_Fo_T2.mp4,Video,05,1CaFl,5Fo,4Incong,3,4,-0.00362,-0.4994,0.97991,0.38301,-2.03522,1Low,1Low,2High,1Low,1Low,1Low,1Low,2High,2High,1Low,GEMMES_Wandering,2,0
R_1gvB9Lti643buif,50933336,F,29,Mel,05_Ca_Pr_T2,05_Ca_Pr_T2.mp4,Video,05,1CaFl,2Pr,2Pr,3,4,-0.18087,-0.91622,0.8102,-0.0476,-1.29511,1Low,1Low,2High,1Low,1Low,1Low,1Low,2High,1Low,1Low,GEMMES_Flow,2,0
R_1gvB9Lti643buif,50933336,F,29,Mel,05_Ca_Pr_T2,05_Ca_Pr_T2.mp4,Video,05,1CaFl,2Pr,2Pr,3,4,-0.18087,-0.91622,0.8102,-0.0476,-1.29511,1Low,1Low,2High,1Low,1Low,1Low,1Low,2High,1Low,1Low,GEMMES_Movement,0,0
R_1gvB9Lti643buif,50933336,F,29,Mel,05_Ca_Pr_T2,05_Ca_Pr_T2.mp4,Video,05,1CaFl,2Pr,2Pr,3,4,-0.18087,-0.91622,0.8102,-0.0476,-1.29511,1Low,1Low,2High,1Low,1Low,1Low,1Low,2High,1Low,1Low,GEMMES_Force,0,0
R_1gvB9Lti643buif,50933336,F,29,Mel,05_Ca_Pr_T2,05_Ca_Pr_T2.mp4,Video,05,1CaFl,2Pr,2Pr,3,4,-0.18087,-0.91622,0.8102,-0.0476,-1.29511,1Low,1Low,2High,1Low,1Low,1Low,1Low,2High,1Low,1Low,GEMMES_Interior,0,0
R_1gvB9Lti643buif,50933336,F,29,Mel,05_Ca_Pr_T2,05_Ca_Pr_T2.mp4,Video,05,1CaFl,2Pr,2Pr,3,4,-0.18087,-0.91622,0.8102,-0.0476,-1.29511,1Low,1Low,2High,1Low,1Low,1Low,1Low,2High,1Low,1Low,GEMMES_Wandering,2,0
R_1gvB9Lti643buif,50933336,F,29,Mel,06_Pa_Dp_T2,06_Pa_Dp_T2.mp4,Video,06,2PaMo,1Dp,1Dp,4,5,0.85452,1.02831,0.19834,-2.11126,0.36901,2High,2High,1Low,1Low,1Low,2High,2High,1Low,1Low,2High,GEMMES_Flow,1,0
R_1gvB9Lti643buif,50933336,F,29,Mel,06_Pa_Dp_T2,06_Pa_Dp_T2.mp4,Video,06,2PaMo,1Dp,1Dp,4,5,0.85452,1.02831,0.19834,-2.11126,0.36901,2High,2High,1Low,1Low,1Low,2High,2High,1Low,1Low,2High,GEMMES_Movement,4,1
R_1gvB9Lti643buif,50933336,F,29,Mel,06_Pa_Dp_T2,06_Pa_Dp_T2.mp4,Video,06,2PaMo,1Dp,1Dp,4,5,0.85452,1.02831,0.19834,-2.11126,0.36901,2High,2High,1Low,1Low,1Low,2High,2High,1Low,1Low,2High,GEMMES_Force,2,0
R_1gvB9Lti643buif,50933336,F,29,Mel,06_Pa_Dp_T2,06_Pa_Dp_T2.mp4,Video,06,2PaMo,1Dp,1Dp,4,5,0.85452,1.02831,0.19834,-2.11126,0.36901,2High,2High,1Low,1Low,1Low,2High,2High,1Low,1Low,2High,GEMMES_Interior,0,0
R_1gvB9Lti643buif,50933336,F,29,Mel,06_Pa_Dp_T2,06_Pa_Dp_T2.mp4,Video,06,2PaMo,1Dp,1Dp,4,5,0.85452,1.02831,0.19834,-2.11126,0.36901,2High,2High,1Low,1Low,1Low,2High,2High,1Low,1Low,2High,GEMMES_Wandering,1,0
R_1gvB9Lti643buif,50933336,F,29,Mel,06_Pa_In_T1,06_Pa_In_T1.mp4,Video,06,2PaMo,6In,4Incong,4,5,0.68208,1.45542,0.64627,-0.66973,-0.206,2High,2High,2High,1Low,1Low,2High,2High,2High,1Low,1Low,GEMMES_Flow,1,0
R_1gvB9Lti643buif,50933336,F,29,Mel,06_Pa_In_T1,06_Pa_In_T1.mp4,Video,06,2PaMo,6In,4Incong,4,5,0.68208,1.45542,0.64627,-0.66973,-0.206,2High,2High,2High,1Low,1Low,2High,2High,2High,1Low,1Low,GEMMES_Movement,4,1
R_1gvB9Lti643buif,50933336,F,29,Mel,06_Pa_In_T1,06_Pa_In_T1.mp4,Video,06,2PaMo,6In,4Incong,4,5,0.68208,1.45542,0.64627,-0.66973,-0.206,2High,2High,2High,1Low,1Low,2High,2High,2High,1Low,1Low,GEMMES_Force,1,0
R_1gvB9Lti643buif,50933336,F,29,Mel,06_Pa_In_T1,06_Pa_In_T1.mp4,Video,06,2PaMo,6In,4Incong,4,5,0.68208,1.45542,0.64627,-0.66973,-0.206,2High,2High,2High,1Low,1Low,2High,2High,2High,1Low,1Low,GEMMES_Interior,0,0
R_1gvB9Lti643buif,50933336,F,29,Mel,06_Pa_In_T1,06_Pa_In_T1.mp4,Video,06,2PaMo,6In,4Incong,4,5,0.68208,1.45542,0.64627,-0.66973,-0.206,2High,2High,2High,1Low,1Low,2High,2High,2High,1Low,1Low,GEMMES_Wandering,3,0
