musician,years,hours,sex,age,filename,excerpt,condition,track,condition_cong,selected,Filename,Subject,Excerpt,Condition,kinEnerg,convexhull,cumuldist,density,speed,acceleration,jerk,directness,distance,fluidity,symmetry,shoulderhead,shoulderpelvis,headpelvis,shoulderheadThreshold,shoulderpelvisThreshold,headpelvisThreshold,norm,sampentrop,corr,cov,sync,SPECTRE_CENTROID,SPECTRE_SPREAD,SPECTRE_SKEWNESS,SPECTRE_KURTOSIS,SPECTRE_FLATNESS,SPECTRE_ENTROPIE,CEPSTRE_MEAN,CEPSTRE_MAX,CEPSTRE_CENTROID,RMS,ROLLOFF,BRIGHTNESS_1000,BRIGHTNESS_1500,BRIGHTNESS_3000,ZEROCROSS,ROUGHNESS,FLUX_DU_SPECTRE,FLUX_DU_CEPSTRE,HCDF,EVENTDENSITY,KEYCLARITY,MODE,PULSECLARITY,METRICAL_CENTROID,METRICAL_STRENGTH,TEMPO,TEMPO_CHANGE,NOVELTY_METRIC,NOVELTY_SPECTRE,NOVELTY_CEPSTRE,NOVELTY_AC_WAVEFORM,NOVELTY_MFCC,NOVELTY_CHROMAGRAM_1,NOVELTY_KEYSTRENGTH_1,NOVELTY_CHROMAGRAM_2,NOVELTY_KEYSTRENGTH_2
M10,15,28,M,26,10_Pa_Dp_T1.tsv,2PaMo,1Dp,T1,1Dp,0,10_Pa_Dp_T1.tsv,10,Movement_Partita,Deadpan,8.75E-05,2.74E-01,3.77E-01,5.29E-01,1.00E-02,3.71E-02,4.86E-01,4.84E+00,3.96E-01,1.01E-21,9.84E-01,4.63E+01,1.46E+01,3.17E+01,4.88E+01,1.78E+01,3.27E+01,1.35E+00,2.23E-02,8.30E-02,9.97E-08,1.06E-01,2623,3168.8,2.5938,10.899,0.12122,0.72532,127.17,2955.4,0.017853,0.032324,4645.8,0.65557,0.49467,0.26775,1338.7,4.5989,133.68,56911,0.84301,2,0.60484,-0.040478,0.38768,359.85,0.72778,108.77,0.00088627,0.044943,0.10916,0.058644,0.071294,0.2047,0.10401,0.034487,0.16747,0.11142
M10,15,28,M,26,10_Pa_Dp_T2.tsv,2PaMo,1Dp,T2,1Dp,1,10_Pa_Dp_T2.tsv,10,Movement_Partita,Deadpan,2.05E-05,2.73E-01,2.42E-01,5.21E-01,4.58E-03,2.20E-02,4.19E-01,6.14E+00,4.62E-01,-3.62E-22,8.90E-01,4.02E+01,1.04E+01,2.86E+01,4.18E+01,1.25E+01,3.04E+01,1.28E+00,1.14E-02,2.66E-01,9.76E-07,1.10E-01,2587.7,3029.4,2.673,11.717,0.1063,0.71892,127.3,3004.1,0.018034,0.031334,4473.5,0.65705,0.49838,0.28492,1362.9,4.474,124.54,57163,0.73196,2,0.61657,-0.042593,0.42872,319.63,0.4319,111.94,-0.00015236,0.058296,0.097331,0.059975,0.069551,0.19112,0.053171,0.025818,0.13322,0.16756
M10,15,28,M,26,10_Pa_Fl_T1.tsv,2PaMo,3Fl,T1,5Nothing,0,10_Pa_Fl_T1.tsv,10,Movement_Partita,Flow,3.55E-03,2.76E-01,3.86E+00,5.19E-01,7.79E-02,1.01E-01,4.83E-01,2.74E+00,4.25E-01,1.05E-21,9.23E-01,4.76E+01,1.53E+01,3.15E+01,5.44E+01,2.23E+01,3.56E+01,1.30E+00,1.67E-02,7.72E-01,6.42E-04,1.30E-01,2534.8,2965,2.7133,12.009,0.10897,0.72663,122.1,2767.5,0.017795,0.020205,4373.9,0.62269,0.49302,0.26597,1337.2,1.4123,101.6,56691,0.79063,1.5,0.59722,-0.064442,0.29101,374.61,0.4535,120.9,-7.27E-05,0.1126,0.25533,0.066862,0.28539,0.24967,0.17585,0.086034,0.10873,0.10206
M10,15,28,M,26,10_Pa_Fl_T2.tsv,2PaMo,3Fl,T2,5Nothing,0,10_Pa_Fl_T2.tsv,10,Movement_Partita,Flow,3.68E-03,2.76E-01,3.89E+00,5.19E-01,7.84E-02,1.11E-01,4.59E-01,1.93E+00,4.23E-01,8.06E-22,9.27E-01,4.81E+01,1.58E+01,3.25E+01,5.53E+01,1.98E+01,3.71E+01,1.30E+00,1.98E-02,8.22E-01,5.61E-04,1.47E-01,2535.4,2972.6,2.7172,12.129,0.10877,0.72736,121.77,2746.6,0.017816,0.021029,4347,0.60307,0.45925,0.26272,1208.6,1.7037,92.047,56846,0.7726,1,0.60074,-0.069241,0.3342,329.21,0.5449,115.68,0.00028129,0.040955,0.17574,0.06471,0.17571,0.2584,0.15199,0.060741,0.22258,0.1694
M10,15,28,M,26,10_Pa_Fo_T1.tsv,2PaMo,5Fo,T1,5Nothing,0,10_Pa_Fo_T1.tsv,10,Movement_Partita,Force,8.43E-04,2.83E-01,3.47E+00,5.21E-01,3.11E-02,7.48E-02,6.20E-01,2.70E+00,4.55E-01,-3.58E-21,8.92E-01,3.90E+01,1.47E+01,2.47E+01,4.71E+01,1.81E+01,3.03E+01,1.30E+00,1.50E-02,5.78E-01,2.10E-04,1.39E-01,2558.6,2866,2.7624,12.678,0.098077,0.72437,127.43,3030.2,0.017519,0.055018,4458.8,0.63015,0.50604,0.27045,1346.5,9.578,234.8,57128,0.70795,2,0.60503,-0.01283,0.39947,383.72,0.48824,118.75,0.0010222,0.02474,0.24024,0.09027,0.17347,0.27888,0.20691,0.094185,0.19262,0.088908
M10,15,28,M,26,10_Pa_Fo_T2.tsv,2PaMo,5Fo,T2,5Nothing,0,10_Pa_Fo_T2.tsv,10,Movement_Partita,Force,5.63E-03,2.78E-01,4.88E+00,5.19E-01,9.87E-02,1.39E-01,6.09E-01,1.68E+00,4.53E-01,9.44E-22,9.01E-01,3.94E+01,1.46E+01,2.42E+01,4.56E+01,1.80E+01,2.99E+01,1.29E+00,2.28E-02,7.57E-01,5.06E-04,2.05E-01,2628.3,2967.1,2.7087,11.737,0.1061,0.72369,128.23,3396.4,0.017766,0.046831,4473.5,0.64566,0.50985,0.2776,1314.4,8.9085,188.62,57006,0.67287,1,0.60852,-0.016799,0.42393,435.13,0.433,117.13,0.001097,0.02793,0.15408,0.061421,0.14312,0.23634,0.10328,0.034696,0.21962,0.14712
M10,15,28,M,26,10_Pa_In_T1.tsv,2PaMo,6In,T1,4Incong,1,10_Pa_In_T1.tsv,10,Movement_Partita,Interior,4.91E-03,2.79E-01,4.68E+00,5.19E-01,9.28E-02,1.15E-01,4.63E-01,2.57E+00,4.79E-01,8.22E-22,9.03E-01,4.77E+01,1.56E+01,3.14E+01,5.45E+01,1.95E+01,3.83E+01,1.32E+00,1.98E-02,8.18E-01,8.09E-04,1.71E-01,2519.6,2925.8,2.7419,12.196,0.10297,0.71987,124.97,2966.5,0.01785,0.027731,4338.9,0.63303,0.48139,0.26344,1282.9,2.3962,98.712,56847,0.81915,2,0.61867,-0.053124,0.33224,339.74,0.46788,107.2,-0.00021335,0.077321,0.1248,0.062216,0.14186,0.26277,0.10892,0.039954,0.13842,0.16411
M10,15,28,M,26,10_Pa_In_T2.tsv,2PaMo,6In,T2,4Incong,0,10_Pa_In_T2.tsv,10,Movement_Partita,Interior,4.50E-03,2.81E-01,4.31E+00,5.20E-01,8.61E-02,1.18E-01,4.81E-01,2.07E+00,4.62E-01,-2.92E-22,9.03E-01,4.61E+01,1.54E+01,3.07E+01,5.18E+01,1.93E+01,3.47E+01,1.31E+00,2.09E-02,7.67E-01,5.01E-04,2.77E-01,2548.7,2924.9,2.7694,12.455,0.10537,0.71896,125.55,2886.4,0.017879,0.025952,4227.2,0.62708,0.48836,0.26126,1298.7,2.8928,100.9,57022,0.7856,2,0.61617,-0.049109,0.28799,331.03,0.51471,114.55,-0.00015239,0.054652,0.1705,0.064522,0.17877,0.2122,0.1703,0.06117,0.13965,0.093083
M10,15,28,M,26,10_Pa_Mo_T1.tsv,2PaMo,4Mo,T1,3Cong,1,10_Pa_Mo_T1.tsv,10,Movement_Partita,Movement,1.08E-02,2.84E-01,6.19E+00,5.19E-01,1.36E-01,1.98E-01,8.60E-01,2.15E+00,4.51E-01,-1.32E-22,9.15E-01,4.69E+01,1.61E+01,3.11E+01,5.23E+01,2.00E+01,3.58E+01,1.28E+00,3.05E-02,7.85E-01,4.79E-04,3.37E-01,2572.4,2934.6,2.7243,12.222,0.1072,0.73724,123.94,2863.1,0.017817,0.02847,4328.1,0.63331,0.50408,0.26332,1362.3,3.1927,141.15,56929,0.62024,1,0.61761,-0.061367,0.33681,341.38,0.57531,124.48,0.00022837,0.027524,0.23089,0.06359,0.14986,0.40223,0.097184,0.04115,0.17585,0.048178
M10,15,28,M,26,10_Pa_Mo_T2.tsv,2PaMo,4Mo,T2,3Cong,0,10_Pa_Mo_T2.tsv,10,Movement_Partita,Movement,6.37E-03,2.80E-01,3.13E+00,5.22E-01,1.04E-01,1.61E-01,9.04E-01,2.98E+00,4.74E-01,-3.70E-22,9.08E-01,4.30E+01,1.39E+01,2.87E+01,5.00E+01,1.87E+01,3.53E+01,1.30E+00,2.46E-02,7.83E-01,5.16E-04,2.24E-01,2647.1,3025.9,2.6254,11.323,0.10402,0.72811,124.72,2962.7,0.017739,0.03344,4629.6,0.64715,0.52709,0.27506,1414.4,5.919,137.61,57154,0.75079,2,0.60811,-0.039674,0.30597,330.01,0.61389,232.44,0.00098626,0.053591,0.17847,0.067748,0.13915,0.35327,0.13458,0.10863,0.20011,0.1805
M10,15,28,M,26,10_Pa_Pr_T1.tsv,2PaMo,2Pr,T1,2Pr,1,10_Pa_Pr_T1.tsv,10,Movement_Partita,Projected,2.07E-03,2.76E-01,3.15E+00,5.19E-01,5.95E-02,8.19E-02,5.39E-01,2.94E+00,4.64E-01,-3.26E-21,8.81E-01,4.43E+01,9.70E+00,3.45E+01,5.30E+01,1.28E+01,4.16E+01,1.27E+00,1.75E-02,8.15E-01,4.05E-04,1.26E-01,2555.1,2852.4,2.7489,12.619,0.10203,0.72703,128.17,3019.1,0.017769,0.028221,4450.6,0.65154,0.50767,0.27107,1342.9,3.3311,123.52,57161,0.7401,2,0.59751,-0.048049,0.34054,392.25,0.46669,121.22,-0.00089712,0.049582,0.19861,0.045191,0.15786,0.19155,0.13792,0.060751,0.14643,0.16568
M10,15,28,M,26,10_Pa_Pr_T2.tsv,2PaMo,2Pr,T2,2Pr,0,10_Pa_Pr_T2.tsv,10,Movement_Partita,Projected,4.39E-03,2.71E-01,4.46E+00,5.19E-01,8.76E-02,1.33E-01,5.64E-01,1.38E+00,4.64E-01,-3.80E-21,8.95E-01,4.58E+01,1.04E+01,3.47E+01,5.23E+01,1.46E+01,4.00E+01,1.29E+00,2.32E-02,7.67E-01,3.90E-04,1.88E-01,2593.1,2993.3,2.7107,12.141,0.10415,0.72333,126.14,3171.6,0.01786,0.035436,4616.2,0.64383,0.49422,0.275,1284.4,6.3758,154.91,56805,0.64935,1,0.60479,-0.051711,0.35494,345.19,0.52614,116.87,-0.0026521,0.043721,0.10984,0.053396,0.11267,0.23156,0.10439,0.049554,0.08477,0.26611
M10,15,28,M,26,10_Pa_Wa_T1.tsv,2PaMo,7Wa,T1,5Nothing,0,10_Pa_Wa_T1.tsv,10,Movement_Partita,Wandering,1.51E-02,2.87E-01,7.12E+00,5.20E-01,1.54E-01,1.74E-01,7.31E-01,2.43E+00,4.70E-01,4.83E-21,8.88E-01,4.37E+01,1.43E+01,2.98E+01,5.00E+01,1.91E+01,3.62E+01,1.32E+00,2.37E-02,5.92E-01,8.91E-04,4.00E-01,2613.6,2958.4,2.6234,11.352,0.10542,0.72188,124.46,3120.8,0.017751,0.045599,4460.1,0.63111,0.52326,0.26816,1330.8,10.416,162.44,56741,0.74008,2,0.62116,-0.034622,0.35693,421.98,0.44462,118.23,0.00068817,0.030718,0.19696,0.055591,0.16501,0.26694,0.17291,0.045614,0.096023,0.17671
M10,15,28,M,26,10_Pa_Wa_T2.tsv,2PaMo,7Wa,T2,5Nothing,0,10_Pa_Wa_T2.tsv,10,Movement_Partita,Wandering,1.87E-02,2.86E-01,7.58E+00,5.17E-01,1.69E-01,2.34E-01,7.03E-01,2.06E+00,4.69E-01,4.45E-23,8.92E-01,4.34E+01,1.63E+01,2.75E+01,5.09E+01,2.15E+01,3.17E+01,1.27E+00,2.79E-02,5.30E-01,4.76E-04,3.20E-01,2541.4,2917.7,2.7069,12.274,0.10367,0.71397,125.84,3331.4,0.017695,0.040678,4398.1,0.62417,0.49064,0.26299,1345.8,7.992,166.67,57395,0.76587,2,0.634,-0.044116,0.35523,369,0.6462,125.08,0.0010856,0.03796,0.21732,0.076602,0.19749,0.3361,0.12011,0.042675,0.21104,0.057379
