musician,years,hours,sex,age,filename,excerpt,condition,track,condition_cong,selected,Filename,Subject,Excerpt,Condition,kinEnerg,convexhull,cumuldist,density,speed,acceleration,jerk,directness,distance,fluidity,symmetry,shoulderhead,shoulderpelvis,headpelvis,shoulderheadThreshold,shoulderpelvisThreshold,headpelvisThreshold,norm,sampentrop,corr,cov,sync,SPECTRE_CENTROID,SPECTRE_SPREAD,SPECTRE_SKEWNESS,SPECTRE_KURTOSIS,SPECTRE_FLATNESS,SPECTRE_ENTROPIE,CEPSTRE_MEAN,CEPSTRE_MAX,CEPSTRE_CENTROID,RMS,ROLLOFF,BRIGHTNESS_1000,BRIGHTNESS_1500,BRIGHTNESS_3000,ZEROCROSS,ROUGHNESS,FLUX_DU_SPECTRE,FLUX_DU_CEPSTRE,HCDF,EVENTDENSITY,KEYCLARITY,MODE,PULSECLARITY,METRICAL_CENTROID,METRICAL_STRENGTH,TEMPO,TEMPO_CHANGE,NOVELTY_METRIC,NOVELTY_SPECTRE,NOVELTY_CEPSTRE,NOVELTY_AC_WAVEFORM,NOVELTY_MFCC,NOVELTY_CHROMAGRAM_1,NOVELTY_KEYSTRENGTH_1,NOVELTY_CHROMAGRAM_2,NOVELTY_KEYSTRENGTH_2
M8,13,1,M,25,08_Ca_In_T1.tsv,1CaFl,6In,T1,5Nothing,0,08_Ca_In_T1.tsv,8,Flow_Cantabile,Interior,8.74E-04,2.62E-01,2.25E+00,5.13E-01,3.29E-02,6.56E-02,3.28E-01,6.73E+00,4.50E-01,2.76E-21,9.44E-01,5.04E+01,3.29E+00,5.30E+01,6.79E+01,7.88E+00,6.15E+01,1.27E+00,1.37E-02,4.75E-01,3.91E-04,5.33E-02,2894.5,3550.6,2.3465,9.0182,0.13726,0.70411,114.47,3455,0.019193,0.01224,5464.1,0.63836,0.55242,0.26964,1407.2,0.0057299,34.876,55343,0.47511,1,0.60707,-0.093401,0.13159,322.94,0.35053,118.93,0.00012461,0.18888,0.43246,0.3002,0.30454,0.56301,0.34114,0.15432,0.22965,0.27094
M8,13,1,M,25,08_Ca_In_T2.tsv,1CaFl,6In,T2,5Nothing,0,08_Ca_In_T2.tsv,8,Flow_Cantabile,Interior,2.95E-03,2.63E-01,2.76E+00,5.10E-01,5.80E-02,1.05E-01,3.99E-01,4.16E+00,4.45E-01,-6.12E-24,9.41E-01,5.48E+01,3.60E+00,5.65E+01,6.89E+01,1.09E+01,6.42E+01,1.33E+00,2.05E-02,3.22E-01,1.06E-04,6.73E-02,3041.3,3491.2,2.2542,8.8528,0.14166,0.71637,115.88,3794.8,0.018822,0.013541,5943.2,0.66873,0.57394,0.28895,1476.5,0.031002,44.371,55523,0.46117,1.5,0.60379,-0.086568,0.12731,327.94,0.33198,155.78,-0.0017229,0.19242,0.30459,0.28054,0.23469,0.40746,0.24081,0.14641,0.43796,0.21629
M8,13,1,M,25,08_Ca_Mo_T1.tsv,1CaFl,4Mo,T1,5Nothing,0,08_Ca_Mo_T1.tsv,8,Flow_Cantabile,Movement,1.58E-02,2.65E-01,4.61E+00,5.06E-01,1.67E-01,2.24E-01,7.07E-01,5.10E+00,4.50E-01,7.98E-21,9.27E-01,5.55E+01,4.65E+00,5.10E+01,6.19E+01,1.09E+01,5.49E+01,1.38E+00,1.64E-02,8.36E-01,6.44E-03,3.70E-01,2861,3387.6,2.3885,9.3424,0.12881,0.70515,115.59,3871.9,0.018379,0.015186,5316,0.64114,0.54201,0.25761,1367.9,0.017531,46.438,56137,0.59247,1,0.60264,-0.090429,0.16391,315.86,0.40567,200.84,-0.0019143,0.26793,0.37983,0.35019,0.41281,0.49424,0.23216,0.12165,0.45462,0.22097
M8,13,1,M,25,08_Ca_Mo_T2.tsv,1CaFl,4Mo,T2,5Nothing,0,08_Ca_Mo_T2.tsv,8,Flow_Cantabile,Movement,9.45E-03,2.67E-01,4.02E+00,5.09E-01,1.15E-01,1.96E-01,6.23E-01,3.36E+00,4.56E-01,3.76E-21,9.23E-01,5.27E+01,2.99E+00,5.17E+01,5.63E+01,7.57E+00,5.69E+01,1.40E+00,1.28E-02,8.05E-01,4.89E-03,3.81E-01,2937.2,3385.7,2.2949,8.8616,0.12866,0.70203,115.73,3894.3,0.018658,0.014632,5875.9,0.65047,0.55086,0.28194,1443,0.03019,44.505,56295,0.5403,1,0.60954,-0.084122,0.14432,331.33,0.39447,145.24,-9.31E-05,0.24873,0.38357,0.36467,0.37311,0.58268,0.28601,0.1048,0.24048,0.17098
M8,13,1,M,25,08_Ca_Pr_T1.tsv,1CaFl,2Pr,T1,2Pr,0,08_Ca_Pr_T1.tsv,8,Flow_Cantabile,Projected,2.01E-03,2.61E-01,2.21E+00,5.18E-01,5.05E-02,1.06E-01,3.81E-01,1.81E+00,4.50E-01,-3.57E-21,9.51E-01,5.58E+01,2.09E+00,5.50E+01,6.29E+01,6.94E+00,6.24E+01,1.40E+00,1.78E-02,4.85E-01,2.40E-04,1.30E-01,2991.6,3448.9,2.3234,9.0715,0.12312,0.69345,116.6,4076.3,0.018735,0.015303,5608.1,0.65632,0.55442,0.28441,1425.1,0.0075186,44.241,56219,0.42656,1,0.61343,-0.097495,0.13857,290.5,0.3244,193.33,-0.0004617,0.20737,0.43641,0.31293,0.26713,0.46144,0.28949,0.1835,0.35032,0.13146
M8,13,1,M,25,08_Ca_Pr_T2.tsv,1CaFl,2Pr,T2,2Pr,0,08_Ca_Pr_T2.tsv,8,Flow_Cantabile,Projected,2.09E-03,2.63E-01,1.77E+00,5.17E-01,4.63E-02,1.01E-01,3.81E-01,2.98E+00,4.56E-01,-1.95E-23,9.32E-01,4.94E+01,2.27E+00,5.00E+01,5.35E+01,4.44E+00,5.42E+01,1.37E+00,2.32E-02,2.81E-01,3.07E-05,1.49E-01,2884.6,3437.5,2.3172,8.906,0.12172,0.67393,115.52,4068.4,0.018666,0.018183,5937.8,0.65611,0.52865,0.27886,1350.1,0.023832,48.263,56275,0.48026,1,0.60881,-0.10043,0.15236,321.64,0.35826,176.74,0.0026661,0.21235,0.34314,0.39912,0.28735,0.45081,0.35144,0.21105,0.35562,0.24389
M8,13,1,M,25,08_Ca_Wa_T1.tsv,1CaFl,7Wa,T1,5Nothing,0,08_Ca_Wa_T1.tsv,8,Flow_Cantabile,Wandering,1.96E-02,2.70E-01,5.07E+00,5.09E-01,1.79E-01,2.20E-01,6.98E-01,4.99E+00,4.46E-01,-4.52E-21,9.36E-01,5.38E+01,4.28E+00,4.94E+01,5.82E+01,8.23E+00,5.59E+01,1.40E+00,1.73E-02,7.57E-01,5.88E-03,1.92E-01,2875.1,3326.5,2.4336,9.8272,0.11512,0.69695,115.8,3941.6,0.018432,0.019819,5114.1,0.65487,0.52879,0.26054,1330.1,0.014478,55.343,56336,0.46767,1,0.61538,-0.090634,0.16154,305.47,0.36887,128.29,0.00013107,0.235,0.40294,0.33338,0.29406,0.49175,0.2431,0.1372,0.31004,0.12463
M8,13,1,M,25,08_Ca_Wa_T2.tsv,1CaFl,7Wa,T2,5Nothing,0,08_Ca_Wa_T2.tsv,8,Flow_Cantabile,Wandering,1.16E-02,2.67E-01,4.61E+00,5.10E-01,1.39E-01,2.28E-01,6.77E-01,2.55E+00,4.59E-01,-4.21E-21,9.18E-01,5.38E+01,4.50E+00,4.95E+01,5.85E+01,9.12E+00,5.58E+01,1.33E+00,1.41E-02,8.20E-01,5.56E-03,2.36E-01,2933.2,3310.1,2.3856,9.6593,0.11559,0.6911,115,4245.4,0.018423,0.020437,5356.4,0.63923,0.53909,0.28157,1270.1,0.033582,53.647,56427,0.50323,2,0.59816,-0.098942,0.13228,329.02,0.42754,140.15,4.85E-05,0.142,0.45133,0.33851,0.38993,0.59791,0.39076,0.2424,0.49089,0.27346
M8,13,1,M,25,08_Re_Dp_T1.tsv,4ReIn,1Dp,T1,1Dp,0,08_Re_Dp_T1.tsv,8,Interior_Reveuse,Deadpan,5.77E-05,3.16E-01,3.13E-01,5.35E-01,6.68E-03,1.67E-02,1.09E-01,1.32E+01,4.81E-01,-2.61E-21,9.87E-01,5.13E+01,3.87E+00,4.72E+01,5.34E+01,6.29E+00,4.94E+01,1.44E+00,1.83E-02,1.87E-01,5.00E-06,7.53E-02,2218.5,2753.8,3.3631,17.266,0.1011,0.69415,108.63,2430.1,0.020356,0.013469,3367.3,0.59266,0.4656,0.18353,1125.8,0.19007,34.279,54823,0.66837,1,0.60987,-0.06833,0.14669,298.31,0.28189,203.32,-0.0013411,0.13875,0.55643,0.22087,0.40797,0.11453,0.39058,0.30341,0.39817,0.43827
M8,13,1,M,25,08_Re_Dp_T2.tsv,4ReIn,1Dp,T2,1Dp,0,08_Re_Dp_T2.tsv,8,Interior_Reveuse,Deadpan,1.21E-04,3.23E-01,4.40E-01,5.37E-01,1.10E-02,2.53E-02,1.72E-01,8.21E+00,4.67E-01,-1.64E-21,9.85E-01,5.31E+01,6.74E+00,4.74E+01,5.76E+01,9.63E+00,4.97E+01,1.44E+00,1.83E-02,2.12E-01,5.04E-06,8.77E-02,2151.6,2731.1,3.3471,16.815,0.09708,0.67594,109.26,2582.8,0.020395,0.016862,3375.3,0.59091,0.45391,0.17637,1061.5,0.24264,39.684,54785,0.64895,1,0.61952,-0.083905,0.15079,298.77,0.42592,178.14,-0.0039857,0.20206,0.44142,0.16714,0.31416,0.17566,0.24784,0.18313,0.55334,0.32138
M8,13,1,M,25,08_Re_Fl_T1.tsv,4ReIn,3Fl,T1,5Nothing,0,08_Re_Fl_T1.tsv,8,Interior_Reveuse,Flow,4.18E-03,2.99E-01,2.86E+00,5.20E-01,6.71E-02,1.29E-01,3.96E-01,4.00E+00,4.73E-01,-2.81E-21,9.44E-01,5.73E+01,9.33E+00,4.87E+01,7.06E+01,1.97E+01,5.33E+01,1.43E+00,2.58E-02,4.15E-01,3.97E-04,2.15E-01,2250.9,2992.3,3.261,15.549,0.12924,0.72135,106.36,1820.3,0.020758,0.0086356,3512.6,0.5617,0.4318,0.17931,1042.9,0.064037,27.341,53689,0.61353,1,0.60352,-0.061139,0.13193,324.07,0.37413,178.67,7.15E-05,0.18846,0.4051,0.35968,0.3066,0.11099,0.20883,0.20061,0.54463,0.29582
M8,13,1,M,25,08_Re_Fl_T2.tsv,4ReIn,3Fl,T2,5Nothing,0,08_Re_Fl_T2.tsv,8,Interior_Reveuse,Flow,3.68E-03,2.94E-01,2.65E+00,5.17E-01,6.47E-02,1.16E-01,3.34E-01,2.35E+00,4.53E-01,1.85E-21,9.86E-01,6.84E+01,1.29E+01,5.43E+01,7.96E+01,2.52E+01,5.94E+01,1.32E+00,2.54E-02,2.75E-01,4.74E-05,1.67E-01,2237,2911.8,3.2616,16.039,0.11988,0.70298,107.38,1986.7,0.020694,0.0098829,3536.8,0.58236,0.43018,0.18088,1097.2,0.069711,26.925,54238,0.59278,1,0.62281,-0.069306,0.1242,299.4,0.42488,146.67,0.00083663,0.2349,0.38848,0.36744,0.24006,0.12742,0.25181,0.30516,0.44835,0.29847
M8,13,1,M,25,08_Re_Fo_T1.tsv,4ReIn,5Fo,T1,5Nothing,0,08_Re_Fo_T1.tsv,8,Interior_Reveuse,Force,1.65E-02,3.24E-01,4.94E+00,5.25E-01,1.34E-01,2.19E-01,5.92E-01,2.87E+00,4.63E-01,1.53E-22,9.84E-01,5.91E+01,9.85E+00,5.01E+01,7.48E+01,3.24E+01,5.76E+01,1.46E+00,1.20E-02,7.71E-01,3.60E-03,4.39E-01,2319.6,2697.4,3.1334,15.618,0.099993,0.69168,109.22,2925.5,0.020078,0.018488,3776.4,0.61473,0.4909,0.20085,1140.1,0.41663,53.674,54955,0.55097,1,0.61993,-0.078848,0.15605,325.57,0.32348,160.34,-0.0061272,0.19017,0.46931,0.40991,0.34014,0.18002,0.29446,0.31982,0.61758,0.21565
M8,13,1,M,25,08_Re_Fo_T2.tsv,4ReIn,5Fo,T2,5Nothing,0,08_Re_Fo_T2.tsv,8,Interior_Reveuse,Force,1.17E-02,3.16E-01,4.19E+00,5.29E-01,1.02E-01,1.74E-01,4.82E-01,1.94E+00,4.51E-01,-4.30E-22,9.72E-01,5.70E+01,8.86E+00,4.87E+01,6.37E+01,1.87E+01,5.43E+01,1.48E+00,1.26E-02,7.88E-01,1.86E-03,2.40E-01,2336.1,2722.8,3.0832,15.445,0.10128,0.69747,110.19,2865,0.020158,0.015421,3799.3,0.59349,0.47947,0.20701,1041.5,0.29732,46.737,54872,0.4756,1,0.60781,-0.084008,0.12604,332.75,0.33234,160.84,5.68E-05,0.31044,0.38114,0.36365,0.28135,0.18927,0.26863,0.1488,0.43734,0.18627
M8,13,1,M,25,08_Re_In_T1.tsv,4ReIn,6In,T1,3Cong,0,08_Re_In_T1.tsv,8,Interior_Reveuse,Interior,3.37E-03,3.09E-01,2.51E+00,5.30E-01,5.87E-02,9.74E-02,3.31E-01,1.05E+00,4.67E-01,4.52E-21,9.86E-01,5.24E+01,4.76E+00,4.71E+01,6.12E+01,1.26E+01,5.36E+01,1.42E+00,2.48E-02,2.25E-01,2.98E-05,2.86E-01,2337.1,2945.6,3.2219,15.505,0.12564,0.71286,107.69,1965.8,0.020702,0.0092652,3645.8,0.59132,0.48822,0.19565,1193.7,0.11432,27.188,53881,0.57279,1,0.61908,-0.053773,0.1288,329.46,0.33737,174.27,-0.0030795,0.20159,0.39002,0.21596,0.23308,0.11613,0.3481,0.28068,0.45105,0.24532
M8,13,1,M,25,08_Re_In_T2.tsv,4ReIn,6In,T2,3Cong,0,08_Re_In_T2.tsv,8,Interior_Reveuse,Interior,2.14E-03,3.09E-01,2.04E+00,5.31E-01,4.72E-02,7.78E-02,2.98E-01,2.60E+00,4.62E-01,-2.49E-21,9.81E-01,5.34E+01,5.47E+00,4.90E+01,6.04E+01,1.11E+01,5.25E+01,1.42E+00,2.54E-02,9.86E-02,3.39E-06,7.22E-02,2363.8,2846.1,3.1469,15.412,0.11615,0.71754,108.52,2276.8,0.02032,0.010138,3831.6,0.59518,0.49224,0.20928,1200.8,0.13303,34.583,54173,0.57082,1,0.60583,-0.071563,0.13576,309.38,0.35557,171.48,4.83E-05,0.13367,0.26352,0.22643,0.18568,0.16345,0.30057,0.29463,0.46608,0.17177
M8,13,1,M,25,08_Re_Mo_T1.tsv,4ReIn,4Mo,T1,4Incong,0,08_Re_Mo_T1.tsv,8,Interior_Reveuse,Movement,1.75E-02,3.13E-01,5.53E+00,5.20E-01,1.63E-01,2.92E-01,7.64E-01,4.43E+00,4.72E-01,-1.19E-21,9.85E-01,5.48E+01,1.04E+01,4.47E+01,6.48E+01,2.19E+01,5.13E+01,1.41E+00,1.84E-02,7.68E-01,4.06E-03,3.85E-01,2285.2,2776.9,3.1795,15.72,0.10445,0.70064,108.98,2540.3,0.020359,0.01367,3757.5,0.5885,0.47213,0.1954,1074.4,0.23539,38.362,54781,0.59386,1,0.63397,-0.082182,0.13048,316.07,0.35196,134.89,-0.00056717,0.2769,0.44928,0.426,0.34358,0.12648,0.28073,0.24712,0.48663,0.1264
M8,13,1,M,25,08_Re_Mo_T2.tsv,4ReIn,4Mo,T2,4Incong,0,08_Re_Mo_T2.tsv,8,Interior_Reveuse,Movement,1.41E-02,3.00E-01,4.75E+00,5.19E-01,1.28E-01,2.35E-01,6.16E-01,3.14E+00,4.61E-01,3.01E-22,9.76E-01,5.48E+01,8.59E+00,4.68E+01,7.11E+01,2.29E+01,5.40E+01,1.42E+00,2.26E-02,4.51E-01,8.36E-04,3.48E-01,2339.8,2767.3,3.1258,15.588,0.10876,0.69978,108.19,2411.6,0.020339,0.0125,3792.5,0.60482,0.48824,0.19854,1098.7,0.15667,38.746,55033,0.56863,1,0.6096,-0.074999,0.13437,354.26,0.36167,162.88,-0.0090413,0.25237,0.23831,0.31895,0.39063,0.11824,0.22267,0.1646,0.38347,0.095646
M8,13,1,M,25,08_Re_Pr_T1.tsv,4ReIn,2Pr,T1,2Pr,0,08_Re_Pr_T1.tsv,8,Interior_Reveuse,Projected,4.86E-03,3.13E-01,2.70E+00,5.33E-01,7.54E-02,1.55E-01,4.20E-01,1.43E+00,4.69E-01,2.14E-21,9.59E-01,5.28E+01,5.73E+00,4.69E+01,5.92E+01,1.10E+01,5.18E+01,1.45E+00,3.28E-02,2.07E-01,2.64E-05,3.27E-01,2230.8,2780.8,3.2612,16.383,0.10998,0.70226,108.63,2184.6,0.020291,0.011866,3562.4,0.58468,0.44673,0.18277,1057.3,0.17894,35.879,54295,0.61818,1,0.59347,-0.066943,0.12544,322.96,0.35792,188.75,-0.0013946,0.17188,0.39372,0.15155,0.26958,0.22698,0.33687,0.17829,0.5482,0.2246
M8,13,1,M,25,08_Re_Pr_T2.tsv,4ReIn,2Pr,T2,2Pr,0,08_Re_Pr_T2.tsv,8,Interior_Reveuse,Projected,5.02E-03,3.08E-01,2.31E+00,5.32E-01,6.82E-02,1.40E-01,4.87E-01,2.97E+00,4.76E-01,-6.31E-22,9.83E-01,4.96E+01,7.48E+00,4.29E+01,5.66E+01,1.37E+01,4.91E+01,1.47E+00,2.88E-02,1.28E-01,2.21E-05,1.82E-01,2218.9,2746,3.3551,17.433,0.1076,0.70324,108.94,2058.8,0.020284,0.012366,3536.8,0.58198,0.4507,0.18843,1081.5,0.20735,38.383,54680,0.63021,1,0.63001,-0.065248,0.12308,262.12,0.37333,124.22,0.015352,0.21035,0.44468,0.35493,0.30029,0.17402,0.37084,0.26177,0.43902,0.19713
M8,13,1,M,25,08_Re_Wa_T1.tsv,4ReIn,7Wa,T1,5Nothing,0,08_Re_Wa_T1.tsv,8,Interior_Reveuse,Wandering,1.80E-02,3.09E-01,6.20E+00,5.25E-01,1.48E-01,2.46E-01,6.30E-01,4.12E+00,4.59E-01,5.53E-21,9.47E-01,5.51E+01,1.01E+01,4.55E+01,6.64E+01,1.75E+01,5.27E+01,1.41E+00,1.64E-02,7.78E-01,3.97E-03,2.26E-01,2314.7,2854.2,3.1329,15.386,0.10826,0.70212,108.82,2421.7,0.020317,0.012282,3772.4,0.59594,0.47621,0.1997,1118.7,0.18177,37.501,54579,0.57028,1,0.62736,-0.078273,0.12006,329.9,0.33887,125.07,-0.0029233,0.32813,0.36824,0.14701,0.31179,0.22235,0.25211,0.27724,0.41687,0.20137
M8,13,1,M,25,08_Re_Wa_T2.tsv,4ReIn,7Wa,T2,5Nothing,0,08_Re_Wa_T2.tsv,8,Interior_Reveuse,Wandering,1.66E-02,3.18E-01,5.51E+00,5.26E-01,1.34E-01,2.10E-01,5.98E-01,9.82E-01,4.67E-01,2.81E-21,9.85E-01,5.42E+01,1.16E+01,4.36E+01,6.26E+01,1.80E+01,5.07E+01,1.40E+00,2.31E-02,5.57E-01,1.45E-03,3.47E-01,2293.1,2842.9,3.1719,15.826,0.11461,0.70837,108.72,2273.4,0.020304,0.011062,3768.3,0.57343,0.46861,0.19605,1090.1,0.10273,34.715,54498,0.54301,1,0.62155,-0.069719,0.14311,278.47,0.41705,194.68,0.0031157,0.22272,0.46742,0.40794,0.25585,0.14601,0.30107,0.24541,0.44188,0.18319
M9,17,20,F,24,09_Br_Dp_T1.tsv,3BrFo,1Dp,T1,1Dp,0,09_Br_Dp_T1.tsv,9,Force_Bruch,Deadpan,8.63E-05,2.20E-01,2.85E-01,4.62E-01,9.19E-03,3.58E-02,6.29E-01,9.15E+00,3.98E-01,1.33E-21,9.69E-01,3.72E+01,5.16E+00,3.20E+01,3.97E+01,8.14E+00,3.46E+01,1.23E+00,1.22E-02,5.43E-01,4.50E-06,8.21E-02,2562.5,3286.7,2.6858,10.638,0.142,0.76908,121.01,2188.2,0.018012,0.037985,4462.8,0.61898,0.48743,0.24597,1160.1,26.935,193.03,55684,0.48571,2,0.60974,-0.0077807,0.22435,309.76,0.37571,161.87,0.008658,0.1682,0.2194,0.20075,0.19332,0.35987,0.34942,0.17442,0.14609,0.087015
M9,17,20,F,24,09_Br_Dp_T2.tsv,3BrFo,1Dp,T2,1Dp,0,09_Br_Dp_T2.tsv,9,Force_Bruch,Deadpan,1.03E-04,2.22E-01,3.00E-01,4.62E-01,9.79E-03,3.53E-02,5.92E-01,6.30E+00,3.88E-01,-3.09E-23,9.61E-01,4.37E+01,7.47E+00,3.67E+01,4.87E+01,1.06E+01,4.23E+01,1.20E+00,1.98E-02,4.92E-01,1.19E-06,4.20E-02,2579,3356.9,2.6419,10.274,0.14303,0.75462,124.53,2749.1,0.018052,0.03937,4501.8,0.63767,0.51099,0.25839,1250.8,16.831,175.31,55929,0.72032,2,0.60642,-0.015901,0.2088,283.35,0.2978,158.76,0.0016642,0.17011,0.28536,0.20259,0.18623,0.34638,0.23352,0.15871,0.12491,0.10181
M9,17,20,F,24,09_Br_Fl_T1.tsv,3BrFo,3Fl,T1,4Incong,0,09_Br_Fl_T1.tsv,9,Force_Bruch,Flow,2.19E-03,2.35E-01,1.77E+00,4.72E-01,4.37E-02,8.31E-02,6.82E-01,4.53E+00,4.44E-01,2.77E-22,9.26E-01,4.59E+01,7.03E+00,3.88E+01,5.35E+01,1.44E+01,4.60E+01,1.28E+00,1.05E-02,9.25E-01,4.94E-03,2.01E-01,2489.3,3004.2,2.7662,11.988,0.11613,0.7374,122.85,2700.3,0.017967,0.030292,4275.6,0.59562,0.4837,0.23956,1133,10.287,129.7,56641,0.77193,2,0.61739,-0.026719,0.15521,367.42,0.43171,147.76,-0.002991,0.11458,0.25596,0.27358,0.16689,0.4061,0.24218,0.1778,0.097433,0.054479
M9,17,20,F,24,09_Br_Fl_T2.tsv,3BrFo,3Fl,T2,4Incong,0,09_Br_Fl_T2.tsv,9,Force_Bruch,Flow,1.83E-03,2.36E-01,1.43E+00,4.70E-01,3.99E-02,7.23E-02,6.67E-01,5.32E+00,4.42E-01,-5.88E-22,9.08E-01,4.56E+01,8.84E+00,3.83E+01,5.30E+01,1.35E+01,4.54E+01,1.24E+00,7.43E-03,8.66E-01,3.38E-03,9.45E-02,2486.3,3031.1,2.7075,11.274,0.11708,0.7431,121.56,2607.8,0.017804,0.029776,4441.2,0.61077,0.49792,0.2363,1164.3,7.6712,126.88,56020,0.54771,2,0.61906,-0.023711,0.15563,290.38,0.35892,159.9,0.0019753,0.17354,0.22028,0.12652,0.14858,0.27305,0.2127,0.10631,0.093936,0.050898
M9,17,20,F,24,09_Br_Fo_T1.tsv,3BrFo,5Fo,T1,3Cong,0,09_Br_Fo_T1.tsv,9,Force_Bruch,Force,1.01E-02,2.19E-01,3.32E+00,4.64E-01,1.07E-01,2.22E-01,1.41E+00,5.89E+00,4.09E-01,6.24E-21,9.23E-01,1.50E+01,5.92E+00,2.17E+01,2.14E+01,1.03E+01,2.76E+01,1.31E+00,1.53E-02,7.72E-01,7.62E-03,3.42E-01,2724.9,3131,2.4958,10.229,0.13901,0.78171,120.82,2205.1,0.017857,0.062602,4753.4,0.64106,0.53885,0.27606,1275.1,71.832,412.86,55425,0.72338,2,0.63479,-0.003682,0.13779,278.8,0.3494,176.41,0.001896,0.23587,0.25697,0.23766,0.11424,0.40197,0.12647,0.12589,0.21401,0.19365
M9,17,20,F,24,09_Br_Fo_T2.tsv,3BrFo,5Fo,T2,3Cong,0,09_Br_Fo_T2.tsv,9,Force_Bruch,Force,1.21E-02,2.23E-01,3.31E+00,4.68E-01,1.01E-01,2.23E-01,1.30E+00,6.43E+00,3.97E-01,1.55E-21,8.57E-01,1.33E+01,7.73E+00,2.09E+01,2.21E+01,1.53E+01,2.91E+01,1.24E+00,2.72E-02,7.76E-01,2.72E-03,5.33E-01,2893.2,3203.5,2.3992,9.6463,0.14281,0.78251,123.85,2335.4,0.017859,0.066712,4979.6,0.67895,0.58678,0.29809,1320.1,77.642,434.13,56009,0.69867,2,0.62935,-0.012075,0.16198,292.89,0.33897,154.34,-0.00022679,0.14096,0.37499,0.16673,0.27061,0.29568,0.12448,0.11457,0.13325,0.0929
M9,17,20,F,24,09_Br_In_T1.tsv,3BrFo,6In,T1,5Nothing,0,09_Br_In_T1.tsv,9,Force_Bruch,Interior,4.42E-03,2.07E-01,2.06E+00,4.62E-01,5.40E-02,9.40E-02,6.55E-01,9.91E+00,4.03E-01,-2.71E-21,8.81E-01,1.54E+01,3.87E+00,1.88E+01,2.47E+01,7.91E+00,3.06E+01,1.21E+00,1.27E-02,8.29E-01,3.11E-03,1.83E-01,2725.9,3181.8,2.6004,10.321,0.13391,0.75901,122.8,2767.4,0.017822,0.041287,4815.4,0.6521,0.54864,0.28031,1274.4,18.379,212.81,56488,0.60195,2,0.61824,-0.031805,0.15568,315.03,0.29581,137.95,0.001908,0.19623,0.25953,0.18608,0.14886,0.32677,0.15262,0.085698,0.079165,0.069012
M9,17,20,F,24,09_Br_In_T2.tsv,3BrFo,6In,T2,5Nothing,0,09_Br_In_T2.tsv,9,Force_Bruch,Interior,7.03E-04,2.05E-01,1.33E+00,4.60E-01,2.84E-02,6.25E-02,6.73E-01,9.05E+00,3.95E-01,4.94E-21,4.37E-01,1.62E+01,3.15E+00,1.87E+01,3.05E+01,9.31E+00,3.72E+01,1.19E+00,9.46E-03,5.97E-01,1.02E-03,6.93E-02,2691.1,3077.2,2.635,10.929,0.12943,0.75811,122.92,2515.6,0.017943,0.043388,4670,0.63828,0.543,0.28406,1272.9,22.873,216.7,56297,0.59254,2,0.6148,-0.032708,0.1468,302.21,0.34251,141.51,0.0095674,0.21436,0.23733,0.1917,0.12983,0.25845,0.18245,0.1403,0.075106,0.054197
M9,17,20,F,24,09_Br_Mo_T1.tsv,3BrFo,4Mo,T1,5Nothing,0,09_Br_Mo_T1.tsv,9,Force_Bruch,Movement,8.79E-03,2.16E-01,2.99E+00,4.63E-01,9.89E-02,2.45E-01,1.51E+00,4.49E+00,4.01E-01,4.99E-21,9.62E-01,1.39E+01,8.27E+00,2.30E+01,2.21E+01,1.47E+01,3.36E+01,1.25E+00,2.58E-02,6.00E-01,9.15E-04,1.74E-01,2706,3141.6,2.5491,10.538,0.1464,0.77629,120.92,2127.7,0.01817,0.065981,4683.5,0.6407,0.55195,0.27495,1262.9,78.958,381.79,55826,0.7117,3,0.63894,-0.0058411,0.19347,280.49,0.36086,150.13,0.0020295,0.24487,0.34607,0.2115,0.26714,0.2887,0.23554,0.17336,0.13076,0.10108
M9,17,20,F,24,09_Br_Mo_T2.tsv,3BrFo,4Mo,T2,5Nothing,0,09_Br_Mo_T2.tsv,9,Force_Bruch,Movement,9.78E-03,2.17E-01,3.14E+00,4.58E-01,1.02E-01,2.51E-01,1.37E+00,5.88E+00,4.02E-01,5.85E-21,9.47E-01,1.45E+01,1.02E+01,2.43E+01,1.89E+01,1.61E+01,3.15E+01,1.23E+00,3.25E-02,6.41E-01,8.84E-04,2.19E-01,2862.1,3279.2,2.4367,9.8375,0.15007,0.77463,121.65,2236.3,0.017887,0.061954,5041.5,0.65566,0.56951,0.28191,1317.2,57.962,359.89,56535,0.60814,2,0.61392,-0.021554,0.15221,265.92,0.34815,139.18,-0.0013627,0.16719,0.45096,0.2019,0.30122,0.37176,0.17265,0.11359,0.12269,0.055968
